worker_ref_id,bonus_amount,bonus_date
2155,9182,30:36.3
9945,7543,43:22.8
2674,4293,04:53.0
8989,6497,22:16.1
6562,9182,06:29.3
5192,7494,07:42.9
1337,9703,20:33.3
5712,7305,36:14.5
6004,9588,15:20.8
6895,7243,16:40.9
1680,4710,36:30.0
4901,3220,42:22.7
8434,6879,23:45.2
8492,2087,14:07.7
5813,1928,26:53.5
3705,9724,15:25.8
6397,4251,41:45.8
9053,9266,50:52.2
7045,4911,43:26.2
5309,8355,56:54.0
1244,1999,25:38.8
3352,3034,10:20.8
495,1860,06:59.0
6222,3824,15:24.6
9288,2125,50:01.6
2796,2297,35:31.2
5197,7425,47:49.6
6134,8805,53:32.2
2778,7126,59:02.0
218,5886,21:06.5
1460,2188,53:17.3
470,7175,50:49.3
1241,5220,15:54.6
2386,4338,57:35.6
6742,8693,07:48.2
9653,4143,37:01.0
9311,4178,49:34.6
7242,5637,04:09.9
1576,7624,49:45.5
2827,1996,47:27.7
6165,2038,47:30.6
3054,6903,05:42.1
9930,1138,14:29.2
8555,3955,58:52.0
1757,7275,36:46.7
9795,5099,24:50.8
9983,3926,05:11.5
1402,8830,58:14.8
6094,4502,25:42.6
3042,8053,40:19.5
4922,8472,07:50.3
6176,6527,27:09.9
1209,7939,28:31.5
4046,1629,44:11.8
7193,2892,57:05.3
1489,3137,35:12.4
831,8954,35:12.8
2374,3518,14:01.0
4689,6191,26:23.2
5990,1924,41:22.4
2496,7593,46:07.6
8833,3035,11:23.5
2532,5531,45:03.8
5688,1694,21:09.0
1286,7757,32:12.4
7856,5323,00:39.1
2547,1868,36:26.8
3307,3187,16:55.8
4697,4903,49:33.4
288,3643,36:35.0
4121,2677,22:38.8
7474,3413,10:17.3
3709,4169,29:52.5
6587,3466,07:39.3
7870,7122,28:46.7
6899,9892,07:33.5
6210,5778,29:39.9
6411,8554,12:51.1
3113,6592,37:56.7
8736,8988,58:36.1
1601,7345,12:02.5
2821,4937,34:02.5
8828,4958,55:25.1
8121,9463,05:48.7
9414,5259,21:53.3
4599,5494,18:12.5
1524,3529,33:26.1
7354,2042,10:05.8
941,3824,54:13.3
1961,9327,08:48.1
7709,6038,38:09.9
4084,3334,41:30.5
3558,1104,25:44.2
1974,2516,25:57.6
4673,4816,37:10.4
8005,2475,22:50.0
9015,9920,51:06.7
1801,5459,39:19.1
9892,4583,22:04.4
8114,4293,12:50.7
8246,4778,49:05.1
6151,6922,06:32.8
7573,6905,50:56.5
1397,6876,00:04.8
9473,2666,13:40.4
6127,3889,25:51.7
9557,4176,43:19.1
2149,1201,47:54.2
939,5272,52:40.5
7866,5185,28:29.5
7594,4040,50:37.4
1075,2137,56:07.1
7909,5595,08:38.4
5803,5519,37:35.7
8175,1387,53:00.6
4995,9760,23:26.6
9084,5672,05:04.0
7750,2897,47:10.3
8030,7727,45:38.9
1216,5443,25:08.2
4427,1882,08:21.0
948,2843,56:32.2
5207,8629,51:37.7
8192,4419,22:30.3
6105,7025,22:23.6
727,8885,10:47.9
9496,9678,51:05.2
929,5766,19:03.7
7343,2346,38:18.5
8292,7353,28:42.4
1676,4687,28:27.5
3029,6335,06:56.8
1431,5899,14:36.0
7876,5874,55:27.3
2355,8062,29:14.5
9648,5814,25:25.6
1232,7881,12:43.5
1281,7197,06:54.4
6944,9154,30:44.5
5545,5990,43:56.7
3064,7417,15:36.8
7276,9041,13:42.1
249,5315,37:17.3
6833,9631,51:05.7
8690,3907,36:55.7
2366,6548,13:43.7
5153,7602,31:32.9
9918,8957,29:59.7
6916,7841,23:23.2
6715,2625,49:57.2
5408,4145,31:27.3
7807,5817,29:29.4
4875,4178,52:26.3
3005,6613,57:55.7
5186,9736,18:57.6
102,3461,10:07.5
4920,3377,54:44.4
3687,6569,47:54.0
5605,8562,13:57.9
9782,2227,42:46.4
6963,2962,34:00.8
4298,5243,53:23.6
1849,4363,47:19.2
9442,3571,54:47.4
478,4054,41:16.6
1439,2775,34:08.5
7529,5989,31:19.3
9538,2313,44:09.0
9386,6511,15:03.4
2138,1696,48:59.1
9136,4787,33:21.1
3233,2957,06:07.8
8075,2658,33:58.9
2099,5829,07:28.9
7528,1195,12:37.7
4853,8117,41:46.1
2717,7201,29:37.8
6366,4517,44:02.6
1099,6204,48:29.5
8182,7398,14:35.8
5628,7246,58:08.0
9810,5429,15:05.6
9278,2028,35:42.7
7862,2484,45:16.1
1441,8927,04:44.9
6148,1283,47:40.3
1719,3734,38:43.1
6843,5195,25:42.5
9493,2142,06:44.0
1424,6023,43:45.9
1271,2126,18:35.8
5560,2456,45:35.5
3178,2887,05:31.8
6624,6178,34:29.7
2833,2614,51:32.2
6888,7025,49:52.9
1648,3275,09:08.5
9887,9695,08:03.2
4681,3318,04:45.6
9794,7826,31:15.4
9740,4397,51:54.4
8698,4628,57:25.4
4086,6934,41:22.4
5218,7540,33:34.0
4284,2455,22:31.9
6828,5902,53:56.2
3057,6121,50:18.4
4157,2765,26:02.6
8940,1234,47:10.7
2024,3250,11:29.5
4224,3235,36:01.1
2299,7101,10:28.3
5093,8704,52:27.9
8747,9976,12:13.9
6312,2255,03:44.9
7063,3897,36:46.6
349,2210,35:47.2
3786,4673,53:37.7
2379,3836,00:11.5
3531,3299,10:59.6
2400,4515,10:50.1
15,7117,46:55.7
4348,9568,12:37.3
6702,2147,59:24.3
2708,8064,41:19.9
6002,9439,42:12.2
4092,3316,22:36.9
8914,3177,21:00.0
6914,3234,11:12.6
4576,5772,23:39.9
7461,6695,52:17.3
5023,9874,51:24.4
5555,4167,37:47.3
7490,8730,13:14.9
6219,5054,34:33.3
4742,3447,42:13.1
7851,5769,00:35.8
7150,1912,06:45.6
7002,6767,14:23.1
1197,1759,14:27.5
80,5451,28:00.6
1193,3866,12:52.4
7344,2483,54:02.6
4552,8777,52:55.2
3737,3550,32:28.3
1470,9751,15:06.9
5298,3226,55:54.2
3876,2912,36:51.6
4743,4002,35:07.7
3844,4321,08:25.4
5065,5691,57:44.7
2146,3642,19:10.5
234,7928,59:38.8
379,7201,34:13.9
8214,5661,42:17.3
4981,9025,57:20.8
9417,3667,42:39.4
7046,6455,42:30.9
5911,5322,43:33.7
221,7152,58:41.5
2352,6361,41:00.5
8213,6654,18:54.7
9397,6092,41:10.7
7762,1517,46:45.1
5996,8436,39:25.4
7166,6524,57:45.9
9101,9609,09:56.4
5490,3217,27:06.2
2417,9294,15:03.7
8142,3640,08:50.1
6937,6997,29:35.1
3640,1757,41:27.0
8486,8647,21:27.8
3634,8876,22:43.4
3405,1788,01:34.6
4370,7099,10:26.2
4030,1084,45:03.1
8022,4592,03:58.1
164,7597,44:24.1
9928,4899,07:58.3
4229,4284,49:58.0
5796,4663,53:42.8
8797,9830,45:45.3
8300,8983,12:41.5
1000,8885,07:16.9
3312,7480,01:18.7
3565,4278,46:09.7
1419,9182,14:44.8
5694,6257,56:34.7
9140,5942,32:53.0
8559,7945,21:00.2
9172,6861,30:26.0
4691,1236,04:09.2
2930,9873,45:26.6
3454,9487,45:26.5
6887,6430,45:14.4
6199,7202,01:53.6
3008,2141,53:53.3
145,5038,13:00.4
8457,4953,18:50.2
5737,6012,46:13.3
9999,8274,21:30.7
4980,1070,53:56.3
3667,4916,10:34.5
8568,7542,38:19.0
1042,6231,01:04.3
5749,4312,28:41.6
1794,6878,55:20.1
40,6639,01:42.6
62,2773,57:39.7
4933,6974,08:56.6
5385,6572,00:54.6
661,1582,20:20.1
439,7980,17:04.3
1424,3304,40:53.7
1561,4528,41:55.3
4244,5071,17:17.9
3123,8119,28:26.5
3256,4052,02:20.5
5128,4744,49:49.7
2175,1675,42:11.9
5010,7474,11:55.2
9254,7728,56:34.0
7824,3258,33:33.0
451,8097,19:51.0
2139,6635,18:42.2
8827,5191,47:56.2
3519,7121,24:37.9
1490,4518,44:02.1
8236,8474,49:23.9
8854,3600,27:09.3
9600,4271,27:19.6
196,6302,17:54.4
6952,6079,32:51.0
7434,1400,32:49.8
8700,7840,30:05.9
6536,1102,08:10.3
6346,7053,26:26.1
3690,9977,11:52.3
1882,5854,47:56.2
3902,9356,25:06.5
847,1462,57:12.2
4292,1891,27:39.8
3752,5374,06:03.9
9014,9991,42:11.0
5504,8873,15:27.7
6968,4114,33:47.1
1472,3884,08:11.2
4317,5455,44:17.6
3723,8171,55:51.4
6442,8089,48:37.1
3544,3015,56:02.8
8252,3859,24:58.1
6456,3442,05:41.2
4881,2701,33:05.6
2255,9107,16:29.3
1720,6634,54:36.8
5233,2912,08:38.0
1363,4889,35:12.2
3377,9375,26:59.5
3651,5496,43:50.9
5418,1923,49:36.7
2557,9862,34:25.9
2945,5823,59:19.5
1516,5844,37:49.3
5309,2707,40:05.2
8425,4144,57:02.0
5246,9238,47:00.3
2189,2744,49:11.8
7447,4143,46:38.1
2384,3432,54:01.5
2055,3425,20:28.2
6688,3247,51:49.0
9451,6693,48:57.8
9729,9646,17:44.9
374,2082,51:23.7
6389,8911,06:00.9
2757,8686,48:01.7
4935,2674,34:15.3
2266,8059,56:28.3
4174,7961,50:16.4
9583,6095,07:57.7
6158,8938,02:29.1
7968,3672,16:56.4
1176,5024,49:12.1
1604,7465,19:57.5
5720,7028,57:41.6
9746,3482,24:19.3
7639,9950,50:46.2
3467,6608,31:36.7
2154,9713,18:21.4
6537,8837,27:52.8
9321,6886,57:10.4
1275,2517,15:38.3
5873,6351,47:44.4
7342,3998,52:20.0
9577,1788,26:01.5
8834,8997,39:31.3
5546,2916,20:17.8
7529,6408,45:12.1
6231,9872,52:46.7
9294,6660,31:54.5
8453,7000,38:25.3
9096,8142,39:28.9
9624,9016,51:02.9
5392,9490,11:52.0
5971,2284,01:19.6
5650,2392,11:39.0
3892,3819,02:17.0
2166,7603,23:14.0
6060,3247,10:45.4
2559,1032,22:08.1
8602,3026,31:32.7
9103,4803,47:01.7
185,8767,23:39.1
1476,9849,27:59.9
1341,2828,27:59.4
1164,3239,39:10.0
785,5467,32:13.0
8952,2923,19:47.9
1888,7990,35:51.4
2390,4164,09:33.8
3152,2394,21:32.2
8867,4430,42:10.8
7339,8225,25:34.8
9311,4048,27:03.0
6314,1644,04:55.8
7419,9080,53:30.1
4436,4884,35:11.4
2046,1737,22:30.1
404,2450,15:34.1
9427,8233,03:24.4
7917,8349,27:00.8
8371,5511,08:02.4
7063,7330,44:15.0
473,8131,16:26.1
4171,9478,30:20.2
5726,5650,11:32.7
9768,9127,51:50.7
7459,8848,20:18.4
7505,4509,46:32.8
9114,9215,13:28.2
8606,5962,36:55.0
8377,4443,24:33.7
4502,7010,23:45.7
1459,6657,14:18.8
4353,1617,59:25.2
987,9456,39:11.3
4408,6598,16:06.5
4852,7101,04:16.4
6081,1986,46:32.2
9480,6383,25:53.2
9267,5584,39:55.0
8673,2941,22:37.1
5556,9115,26:21.2
7779,2157,04:23.5
7857,9699,08:30.1
1451,7106,56:32.7
7840,6890,02:23.8
3967,2844,33:11.7
5317,9993,48:36.5
926,5120,30:04.0
7412,1114,00:57.3
3539,1222,04:58.6
3440,5473,28:39.1
35,9179,46:27.6
6384,7476,18:22.1
5982,5619,28:35.2
7471,5367,33:14.3
5702,1480,48:48.0
8146,3239,51:58.1
9042,7281,00:15.9
5224,8539,29:31.9
8086,9499,37:42.7
7521,3564,45:36.5
4171,3633,36:58.0
2548,8859,30:43.8
3115,1026,12:09.2
1962,5510,34:13.2
9767,1723,07:49.0
9203,6043,05:41.1
1063,2228,25:45.1
8863,6445,43:02.6
7238,8566,43:05.4
4927,6684,18:59.7
1108,3206,30:48.7
1388,7877,37:38.8
9615,9158,30:53.6
5205,4323,21:57.5
231,6228,24:43.8
2630,7195,40:11.1
538,8570,35:35.4
3934,3389,26:02.3
8579,9481,18:48.3
7406,1606,45:30.2
3831,9577,42:09.2
5139,9906,55:26.5
3350,6313,46:12.9
3103,4972,25:47.8
2828,9807,48:15.4
5221,4994,06:34.9
7913,7253,07:08.2
7160,3262,42:57.0
1551,1906,01:18.9
6244,4221,15:58.4
1648,4106,38:10.6
4547,4326,49:31.9
8156,9436,14:25.7
7195,9563,28:28.0
1236,9984,06:24.5
4116,8583,41:28.0
8626,7601,10:17.0
5400,1972,08:06.4
3527,6189,36:26.6
3522,6791,32:48.5
4319,8081,57:20.3
1315,4523,27:00.5
7184,5081,09:54.9
8016,1066,43:10.5
5943,1667,51:57.4
1324,8818,41:20.3
8921,1901,00:39.7
3659,1738,31:51.6
9757,6362,56:20.7
9709,2598,08:04.4
3602,6115,54:42.7
6892,7238,39:43.9
8787,7349,41:38.1
8192,7154,36:35.1
1855,2074,38:37.5
5710,3103,39:51.0
7932,5381,04:11.3
8297,4113,26:50.2
535,7942,24:23.9
3789,7485,59:13.7
6461,1202,50:34.1
6113,6302,33:35.8
1053,8307,31:34.2
1017,8652,31:55.5
9203,6266,00:59.2
8535,6470,55:18.8
2556,3487,44:45.7
7121,6242,10:32.9
4670,6541,15:52.5
1283,4071,05:01.9
9256,7799,46:49.5
4557,9671,21:27.6
1036,1414,38:47.7
3417,4436,51:39.3
9702,1651,47:54.1
220,9987,59:15.6
5619,2822,12:31.1
6516,2489,01:38.1
5815,8446,58:52.4
1797,5344,55:28.8
9421,3892,23:10.9
7280,4341,10:59.3
1269,1513,55:49.1
4320,3607,25:17.6
7146,9641,26:54.8
6078,7925,33:32.3
2562,9816,01:38.0
2275,6987,46:59.1
2336,6338,46:56.4
9238,7950,24:52.4
8463,8045,15:35.6
3805,7761,53:57.7
9434,5067,58:45.0
8610,1996,33:43.6
2742,8516,31:43.9
7284,6400,56:07.1
3199,7530,31:07.9
5208,3035,52:57.8
5058,3165,20:54.3
7321,6248,43:23.9
4325,9957,38:57.6
2310,1137,41:06.4
7210,5782,43:14.7
3762,6774,40:42.3
1229,8124,50:47.5
2105,2519,34:45.5
300,1243,54:03.4
307,3983,53:57.1
8326,5654,38:01.4
213,1898,39:19.1
730,5545,38:50.9
1270,7260,52:15.7
8716,7027,53:29.4
8764,9699,32:47.2
1458,6441,39:20.4
2988,3263,30:17.6
9849,5434,36:47.3
5032,6388,21:34.7
3973,3135,01:22.0
5765,9940,08:08.2
6270,6357,39:23.1
3189,2416,30:39.2
6313,1493,25:36.8
8001,2017,47:55.0
9092,6742,40:12.7
1330,9464,48:38.8
9437,8235,26:00.8
8623,5433,08:12.5
8521,1362,26:33.8
4299,6131,33:03.0
8690,3046,08:29.1
3847,9056,21:25.4
7023,5322,01:12.2
615,6067,11:10.9
7239,3116,27:36.8
5796,6282,12:51.9
2709,4098,09:15.3
7769,7600,16:53.8
4763,9262,42:22.8
1614,9556,46:52.2
5914,3904,55:01.6
2228,3691,37:20.9
6392,9248,55:27.3
4828,5657,55:48.0
9722,2229,27:08.1
5961,3595,34:53.3
2168,8494,31:41.3
5945,5153,48:14.2
8832,4563,35:18.7
4507,8722,06:56.7
4246,3693,30:22.5
1718,5709,04:35.7
8882,8414,00:38.8
7350,6124,36:18.1
7143,8962,34:26.1
5021,4219,44:46.1
6726,6490,10:34.0
9296,1932,11:41.0
5756,1446,24:48.0
9879,6055,34:41.2
6204,9450,26:37.1
6612,4204,11:16.6
1466,4399,17:58.2
8121,7817,47:26.7
4249,9332,26:17.4
7876,1824,14:33.4
4376,1123,58:39.7
6133,6998,34:58.9
2863,5753,13:09.7
1042,5089,22:54.8
3362,1322,02:45.4
5633,6900,04:28.4
3735,4439,01:26.7
3595,5339,58:32.3
3394,7258,45:34.0
3895,1861,54:37.1
3859,2811,32:46.4
429,8357,53:44.0
2425,8434,56:19.1
8444,6983,17:45.3
4912,1613,08:47.1
5123,1758,45:40.7
1420,8523,32:56.4
97,1625,59:45.0
9002,7536,09:11.0
4777,6524,09:12.7
2854,7513,56:44.3
9391,1995,07:50.4
4585,5819,28:37.6
3691,3436,11:17.1
5066,2890,54:15.1
1157,1793,14:03.3
5149,9039,35:47.2
9092,8444,34:02.1
3096,3949,09:42.8
3420,3719,14:13.7
2961,7616,39:12.7
3684,1843,31:37.1
9586,5646,37:14.8
7007,3202,18:15.3
8680,8864,23:35.0
3848,3351,50:57.0
6631,4469,00:33.1
7626,2805,30:59.5
4858,2361,51:59.0
7721,5701,51:30.0
97,5432,56:10.2
6001,1424,40:12.9
9041,2970,17:48.0
2794,9549,09:33.4
4936,1262,41:30.9
7667,7226,40:38.6
5072,4057,03:31.3
6151,4482,52:33.4
9465,6509,58:22.4
8357,3305,19:20.2
2676,6746,01:27.0
452,8064,06:41.1
7398,2500,41:51.5
864,6342,59:15.3
4186,3884,33:19.9
3744,6406,34:08.0
9368,8641,21:04.2
4248,6662,43:58.7
2777,9043,47:13.6
6348,4044,47:19.2
8509,8162,03:38.9
136,9555,08:52.1
231,1451,04:39.2
9785,6935,24:19.5
7063,6194,52:00.1
1814,9113,06:10.0
3572,4283,02:53.3
3237,5311,54:36.6
9340,1627,07:43.2
7230,1866,31:30.5
5035,9702,37:10.5
3339,4508,39:16.4
2381,1938,32:25.9
6209,9847,21:16.4
3048,3663,26:20.2
7292,8023,19:23.6
6186,5221,33:10.0
9403,7140,46:12.3
70,3200,49:00.6
1307,2334,26:31.6
9024,3044,02:22.4
3591,5734,11:39.7
7383,8631,23:16.1
3914,3130,56:11.3
6537,9204,41:34.6
2709,5935,46:47.8
563,8816,43:25.5
8625,2581,34:52.6
5932,4542,04:36.3
7129,7263,37:57.0
3065,1679,50:18.8
7671,5062,37:42.4
675,3323,27:18.7
9868,4649,07:55.2
9962,3580,42:36.2
7592,7255,03:44.1
361,3681,40:52.1
201,8658,40:24.5
1008,2702,31:15.5
3935,1997,47:07.6
6270,7239,48:13.9
4962,2318,52:10.7
4933,3132,50:30.1
413,6767,17:16.9
7343,7907,28:51.6
6542,3426,54:16.2
4677,7886,21:22.2
5860,5868,24:54.4
5274,9626,07:59.0
7100,4081,51:17.3
7445,6945,56:05.2
6870,3002,16:58.8
3799,7005,28:21.5
487,9935,06:24.8
5626,2574,59:19.9
3254,2712,27:02.5
194,7249,09:29.9
4310,8879,36:34.9
1286,1698,12:11.3
5859,4905,47:53.4
4578,5948,08:16.3
8081,2419,46:17.7
9849,9112,08:21.3
4182,9164,18:06.9
9112,1129,24:54.2
9817,9317,51:41.9
5115,7947,37:53.3
3648,1151,38:42.4
5399,3802,27:28.5
9738,3650,39:20.3
2164,6572,37:06.3
3400,5923,38:51.9
250,6231,18:07.0
8980,9918,48:33.0
4873,5793,30:23.2
1486,6582,54:03.8
8408,4395,25:41.1
4902,4265,22:39.3
9934,3642,29:20.7
2573,4053,17:06.2
1359,5656,48:22.7
9589,1752,44:45.3
5697,5212,04:10.2
7866,1424,47:21.8
3232,2278,02:55.0
2529,1715,28:16.5
9805,1073,59:24.9
5551,1204,55:45.5
1093,4206,41:50.6
6670,5122,18:08.7
7248,1177,02:17.4
5149,5918,54:06.0
3949,1911,46:33.8
4963,4458,32:55.7
1420,9583,51:37.2
7820,6500,24:19.0
8120,6674,51:38.7
6455,6182,29:30.6
452,1471,59:33.1
585,3200,14:09.2
8482,9854,27:19.2
9159,2022,06:02.2
7529,4172,34:42.3
1120,9520,07:13.4
7650,8457,41:53.2
2329,7196,39:34.9
5190,6491,02:44.2
5545,5531,20:28.4
3902,1269,01:35.4
3433,4901,43:27.6
198,3757,54:56.2
8000,8178,36:39.8
4123,5613,18:52.9
3258,9642,17:01.4
6396,6310,29:36.2
9053,9691,00:44.6
3627,9424,53:35.8
8742,6909,10:03.8
2253,2916,27:58.7
2397,7289,00:28.6
9735,1991,57:38.4
8954,6298,28:27.8
4652,2013,30:13.6
5694,4224,10:30.0
2165,8318,12:28.9
7659,1383,03:11.6
5524,4672,37:58.1
3416,4144,30:56.8
9985,1808,28:03.4
186,4059,48:44.7
8938,4279,57:38.3
7360,7147,31:54.6
217,5981,11:09.9
1269,9456,00:36.5
9146,4966,37:12.0
9143,7273,51:18.2
8071,8354,57:27.3
9547,6114,12:23.9
3867,5181,57:47.2
8539,6358,00:55.5
9596,6219,43:40.2
6212,6710,54:54.7
4030,5577,03:12.4
9983,8626,19:33.2
7632,2723,00:38.8
2676,8378,46:27.3
8179,8751,19:40.3
9564,9607,21:03.0
7698,7536,41:00.4
2149,4344,30:09.7
7125,6124,21:40.8
4210,2647,32:31.8
1852,7279,30:34.1
1159,5012,34:52.7
9593,3506,38:13.4
5008,6991,31:47.7
3597,6436,48:50.8
6802,1530,18:10.2
9036,9221,30:05.1
2024,2622,49:53.6
9503,5565,37:45.9
3910,2979,28:01.2
9673,4793,35:53.0
6151,1649,00:10.0
9494,1907,35:45.8
4725,2643,17:42.2
6965,1478,41:46.3
7583,4837,08:31.7
985,8934,45:47.9
9072,9507,59:47.1
7673,7421,29:10.1
1612,4963,10:12.9
6555,3235,49:06.3
7709,7386,42:33.7
648,9815,37:00.3
605,8014,00:15.3
4643,9694,05:45.0
3847,7637,45:26.9
2543,5333,37:04.1
6960,7368,00:21.5
4609,4591,05:30.6
2603,6421,37:31.1
1218,2335,51:51.9
4078,9104,02:42.9
3126,4612,49:42.0
1412,9875,00:48.9
3703,2628,59:02.8
5788,5805,45:30.1
9739,2699,52:51.7
6774,9198,47:58.6
1136,5021,55:47.1
2726,8474,12:50.9
3145,6505,36:48.9
6262,4500,00:39.1
9669,5978,37:19.1
6719,9106,59:15.0
1536,8308,35:50.9
7009,7019,29:54.6
4257,3368,15:38.9
7387,3811,52:41.1
475,7560,03:16.6
3602,3159,09:25.7
9644,7539,40:13.7
6229,4696,17:33.1
3132,4665,54:25.5
2532,8138,07:52.1
4291,1225,06:52.6
8064,4356,00:03.1
7532,7330,36:06.9
2666,9194,24:39.1
5804,4318,42:05.0
7138,7064,16:09.7
842,2677,14:54.7
6605,8230,24:49.4
622,3552,40:19.7
9951,6166,50:00.9
6723,4182,09:14.5
8133,6279,56:51.4
5848,4164,17:51.6
8387,7139,22:07.8
7960,3320,37:41.8
5525,7417,16:57.5
8101,1380,08:30.4
6794,3706,01:25.5
2364,7950,35:05.2
1416,9704,34:44.2
6800,5558,34:57.4
8777,8682,12:04.2
1429,7889,36:33.6
9531,9436,01:38.5
8539,6659,21:08.4
9005,7652,22:03.2
4808,5208,24:38.4
2172,3369,11:17.3
1302,3208,24:07.5
3642,5025,01:55.7
8072,9960,59:33.5
5760,6528,49:08.4
2032,2532,19:53.8
8461,4910,17:29.8
2810,6152,40:36.3
8497,2020,09:53.6
1624,5778,17:28.0
2947,2006,35:59.2
1587,7164,35:28.7
2459,4538,34:12.7
4929,3630,55:06.0
3752,6186,08:37.6
6319,7875,49:40.1
1747,5667,20:10.5
292,2182,30:52.9
819,8219,09:24.6
7354,3330,17:17.2
9401,9715,02:05.2
1574,2345,08:43.7
6433,7831,05:35.4
1466,1417,58:13.0
9120,1988,30:22.4
3878,3473,00:51.3
825,2361,34:33.6
9711,8733,17:29.7
5247,6206,12:52.8
5345,1473,09:40.3
3720,4763,10:14.0
7112,5666,41:22.6
7770,3155,29:54.2
9642,4135,42:13.9
6579,8600,00:16.2
1979,5475,20:30.6
3442,5657,47:14.9
1602,6015,56:59.4
8070,3359,49:44.7
6423,7444,25:27.0
6219,8015,32:26.6
8121,9013,58:39.8
5616,6398,32:02.0
689,9295,11:22.5
4346,8494,12:13.5
5505,2920,59:56.9
2336,8755,34:17.2
4003,4118,33:31.0
2348,9321,06:06.8
7798,3092,17:47.1
2753,6166,41:37.9
4849,4166,59:04.2
1836,6073,53:03.7
5599,3130,23:17.9
7406,9142,50:59.3
3563,3601,46:43.6
8001,1305,09:03.9
3739,8086,49:21.1
2869,6107,35:07.5
2102,1042,40:27.0
4550,9258,54:11.8
5991,6820,01:21.4
382,7237,19:14.5
941,6368,38:47.0
6817,2502,58:15.9
1208,6446,46:58.1
3328,9944,18:57.0
7082,1591,05:31.3
3168,9878,05:09.8
3187,2445,43:15.6
7687,4216,56:22.8
5327,6804,51:25.5
5898,4406,21:00.8
9304,4632,30:17.0
9221,9597,55:13.0
3638,2205,01:01.2
7461,1108,06:05.6
7570,3307,56:08.6
1785,5587,40:46.4
71,1882,15:53.1
6613,3894,25:38.8
9058,1323,01:09.7
7979,5651,30:18.4
8076,9046,37:08.8
8308,1971,55:16.0
6129,8566,29:45.7
8515,5271,19:48.8
8320,6351,05:41.8
4826,5764,39:18.2
1312,9037,16:55.8
9801,9979,50:39.1
6371,8845,21:54.6
1412,1267,31:45.2
9603,2594,47:25.4
5234,7640,54:10.0
8264,7084,55:15.9
5826,5005,36:47.3
7058,8743,50:08.8
7599,9112,39:25.9
9960,3266,38:17.8
3994,8935,03:11.4
5040,8321,56:33.9
466,7123,07:14.8
9132,2539,27:39.2
6580,1842,23:02.3
5915,4408,33:43.8
8788,3772,10:34.6
685,3195,43:53.0
2131,9822,07:45.1
9874,8904,41:12.2
9275,2610,05:08.6
2839,8865,03:15.9
8336,3447,57:19.2
2144,9397,55:02.5
3852,1108,32:00.4
7353,9839,57:29.0
6166,3630,43:30.7
6646,1989,29:30.9
1724,1537,26:46.3
2151,7624,05:01.4
3089,7111,17:26.1
4397,3814,52:56.2
2668,3548,36:03.5
3370,2691,07:12.9
9129,1171,46:04.3
6383,3203,20:57.5
9952,6643,00:51.9
7633,5181,41:05.8
9715,9166,46:45.9
7437,1842,09:34.9
6193,6181,55:15.0
2062,5615,36:15.1
3398,5761,38:35.9
8707,4134,28:02.8
175,9521,45:17.6
9737,9449,31:40.8
8142,4607,43:37.9
2382,6714,37:26.4
8465,7422,33:46.7
943,5220,17:52.3
4103,8871,12:19.9
8017,8209,14:44.5
8540,4354,19:07.6
626,5471,03:14.8
4256,3161,47:17.4
8030,9807,50:29.1
4101,3655,03:36.4
3736,9004,35:25.5
9484,2512,30:18.3
1428,2397,04:12.0
2387,5528,15:57.1
6227,6651,36:34.5
5256,3641,48:56.7
3500,5799,42:39.5
1946,6504,15:34.3
5842,8132,47:30.0
7713,9060,54:34.7
450,3044,54:07.0
1781,7812,20:08.3
4774,6887,39:00.2
6449,8023,47:01.5
3079,8404,48:42.1
7737,2557,26:38.2
1531,4856,27:26.3
1594,6422,25:42.8
3495,5104,02:06.3
4834,3825,26:23.5
9243,8452,54:26.1
6138,4714,45:29.9
7769,8985,16:00.3
7429,2112,01:15.0
5941,3940,14:48.0
4910,3302,41:13.2
4623,1599,35:10.7
1299,8910,35:16.0
6788,7444,30:33.4
6620,3999,15:23.9
8513,9966,53:59.5
6540,9130,40:43.5
488,2987,47:38.4
1570,3955,13:54.3
3742,7841,33:30.6
3467,8971,00:43.3
1441,6944,20:15.6
8651,2741,53:22.9
7571,4475,27:17.7
9338,8274,11:24.1
8908,6460,48:47.7
9300,5954,25:42.4
3414,3945,43:27.4
8259,3301,48:40.2
4749,7630,08:25.8
8901,6023,15:49.1
8070,4416,47:26.5
1235,8811,57:30.6
4393,7965,40:23.5
5498,3415,36:44.6
5136,3238,54:57.9
7269,9560,16:46.6
5460,2101,32:35.9
6148,2843,55:49.7
7622,9698,06:44.5
3884,2340,33:53.5
3053,3583,14:29.6
165,4951,51:46.8
7511,8597,32:43.9
5428,1315,27:05.7
7831,1861,39:57.1
4244,1913,22:07.0
4777,4264,25:52.4
6937,9512,11:26.5
8868,5527,13:51.6
3659,2364,49:12.0
7851,6815,59:19.9
6528,4330,14:08.6
1211,5405,56:45.2
7129,9285,14:43.3
8211,1357,45:36.8
6635,5626,00:35.9
1643,4515,35:39.3
8542,7110,27:35.9
5473,9253,00:00.5
7813,9320,19:19.6
5841,9447,56:38.9
9713,6242,24:03.3
1906,5707,33:02.7
9415,8641,40:41.9
8030,6104,47:52.2
5782,9130,25:34.8
9661,8327,56:23.0
259,8633,45:50.3
316,9123,02:34.9
649,4342,55:30.3
441,3990,23:57.8
3374,5468,51:31.4
3342,2016,38:43.4
502,1987,03:36.2
6534,8411,30:28.1
